frame_num,x,y,visibility
272,1164.0,234.0,1.0
273,1166.0,232.0,1.0
274,1166.0,232.0,1.0
275,1166.0,232.0,1.0
276,1168.0,232.0,1.0
277,1166.0,236.0,1.0
278,1166.0,238.0,1.0
279,1166.0,241.0,1.0
280,,,0.0
281,1170.0,243.0,1.0
282,1168.0,241.0,1.0
283,,,0.0
284,,,0.0
285,,,0.0
286,,,0.0
287,,,0.0
288,,,0.0
289,1171.0,249.0,1.0
290,1173.0,247.0,1.0
291,1171.0,247.0,1.0
292,1387.0,967.0,1.0
293,1385.0,969.0,1.0
294,1173.0,249.0,1.0
295,1179.0,249.0,1.0
296,,,0.0
297,,,0.0
298,,,0.0
299,,,0.0
300,,,0.0
301,,,0.0
302,,,0.0
303,1441.0,1005.0,1.0
304,,,0.0
305,1171.0,255.0,1.0
306,1175.0,253.0,1.0
307,1175.0,251.0,1.0
308,,,0.0
309,,,0.0
310,1314.0,915.0,1.0
311,1308.0,907.0,1.0
312,,,0.0
313,,,0.0
314,,,0.0
315,,,0.0
316,1436.0,900.0,1.0
317,,,0.0
318,,,0.0
319,,,0.0
320,,,0.0
321,,,0.0
322,,,0.0
323,,,0.0
324,,,0.0
325,,,0.0
326,,,0.0
327,954.0,155.0,1.0
328,954.0,155.0,1.0
329,,,0.0
330,,,0.0
331,,,0.0
332,,,0.0
333,,,0.0
334,,,0.0
335,1282.0,896.0,1.0
336,,,0.0
337,1145.0,995.0,1.0
338,603.0,590.0,1.0
339,,,0.0
340,988.0,155.0,1.0
341,1145.0,993.0,1.0
342,991.0,151.0,1.0
343,886.0,161.0,1.0
344,991.0,153.0,1.0
345,991.0,155.0,1.0
346,993.0,148.0,1.0
347,,,0.0
348,,,0.0
349,,,0.0
350,,,0.0
351,,,0.0
352,,,0.0
353,,,0.0
354,,,0.0
355,,,0.0
356,,,0.0
357,,,0.0
358,,,0.0
359,,,0.0
360,,,0.0
361,,,0.0
362,,,0.0
363,,,0.0
364,,,0.0
365,,,0.0
366,,,0.0
367,,,0.0
368,,,0.0
369,,,0.0
370,,,0.0
371,,,0.0
372,,,0.0
373,,,0.0
374,,,0.0
375,,,0.0
376,,,0.0
377,,,0.0
378,,,0.0
379,,,0.0
380,,,0.0
381,,,0.0
382,,,0.0
383,,,0.0
384,,,0.0
385,,,0.0
386,,,0.0
387,,,0.0
388,,,0.0
389,,,0.0
390,,,0.0
391,,,0.0
392,,,0.0
393,,,0.0
394,,,0.0
395,,,0.0
396,,,0.0
397,,,0.0
398,,,0.0
399,,,0.0
400,,,0.0
401,,,0.0
402,,,0.0
403,,,0.0
404,,,0.0
405,,,0.0
406,,,0.0
407,568.0,766.0,1.0
408,573.0,744.0,1.0
409,,,0.0
410,,,0.0
411,,,0.0
412,,,0.0
413,,,0.0
414,,,0.0
415,,,0.0
416,,,0.0
417,,,0.0
418,,,0.0
419,,,0.0
420,1235.0,97.0,1.0
421,,,0.0
422,,,0.0
423,1275.0,746.0,1.0
424,,,0.0
425,,,0.0
426,,,0.0
427,1421.0,834.0,1.0
428,,,0.0
429,,,0.0
430,,,0.0
431,1479.0,866.0,1.0
432,,,0.0
433,,,0.0
434,,,0.0
435,,,0.0
436,,,0.0
437,,,0.0
438,,,0.0
439,,,0.0
440,,,0.0
441,,,0.0
442,,,0.0
443,,,0.0
444,,,0.0
445,,,0.0
446,,,0.0
447,,,0.0
448,,,0.0
449,,,0.0
450,,,0.0
451,,,0.0
452,,,0.0
453,1085.0,22.0,1.0
454,,,0.0
455,,,0.0
456,,,0.0
457,1413.0,909.0,1.0
458,1411.0,909.0,1.0
459,,,0.0
460,,,0.0
461,,,0.0
462,1423.0,961.0,1.0
463,,,0.0
464,,,0.0
465,,,0.0
466,,,0.0
467,,,0.0
468,,,0.0
469,,,0.0
470,,,0.0
471,1441.0,883.0,1.0
472,,,0.0
473,,,0.0
474,,,0.0
475,,,0.0
476,,,0.0
477,,,0.0
478,,,0.0
479,978.0,45.0,1.0
480,976.0,50.0,1.0
481,973.0,56.0,1.0
482,971.0,60.0,1.0
483,963.0,73.0,1.0
484,963.0,78.0,1.0
485,961.0,69.0,1.0
486,963.0,67.0,1.0
487,958.0,69.0,1.0
488,961.0,61.0,1.0
489,956.0,56.0,1.0
490,1258.0,916.0,1.0
491,954.0,52.0,1.0
492,954.0,54.0,1.0
493,,,0.0
494,,,0.0
495,935.0,52.0,1.0
496,,,0.0
497,903.0,54.0,1.0
498,886.0,58.0,1.0
499,862.0,65.0,1.0
500,843.0,71.0,1.0
501,1106.0,18.0,1.0
502,793.0,90.0,1.0
503,1100.0,18.0,1.0
504,740.0,112.0,1.0
505,712.0,127.0,1.0
506,680.0,144.0,1.0
507,646.0,165.0,1.0
508,611.0,187.0,1.0
509,575.0,213.0,1.0
510,538.0,243.0,1.0
511,498.0,273.0,1.0
512,457.0,311.0,1.0
513,416.0,350.0,1.0
514,375.0,393.0,1.0
515,335.0,438.0,1.0
516,296.0,487.0,1.0
517,275.0,870.0,1.0
518,225.0,562.0,1.0
519,270.0,922.0,1.0
520,273.0,933.0,1.0
521,135.0,596.0,1.0
522,131.0,607.0,1.0
523,127.0,618.0,1.0
524,127.0,635.0,1.0
525,127.0,650.0,1.0
526,125.0,667.0,1.0
527,127.0,690.0,1.0
528,127.0,705.0,1.0
529,135.0,738.0,1.0
530,142.0,766.0,1.0
531,150.0,795.0,1.0
532,157.0,815.0,1.0
533,172.0,826.0,1.0
534,191.0,665.0,1.0
535,213.0,581.0,1.0
536,245.0,489.0,1.0
537,266.0,954.0,1.0
538,307.0,928.0,1.0
539,273.0,980.0,1.0
540,279.0,982.0,1.0
541,283.0,984.0,1.0
542,283.0,984.0,1.0
543,575.0,22.0,1.0
544,596.0,7.0,1.0
545,281.0,984.0,1.0
546,,,0.0
547,,,0.0
548,,,0.0
549,,,0.0
550,,,0.0
551,,,0.0
552,,,0.0
553,,,0.0
554,,,0.0
555,,,0.0
556,,,0.0
557,,,0.0
558,,,0.0
559,,,0.0
560,,,0.0
561,195.0,978.0,1.0
562,,,0.0
563,195.0,980.0,1.0
564,196.0,976.0,1.0
565,196.0,976.0,1.0
566,,,0.0
567,,,0.0
568,,,0.0
569,,,0.0
570,,,0.0
571,,,0.0
572,,,0.0
573,,,0.0
574,,,0.0
575,,,0.0
576,,,0.0
577,,,0.0
578,,,0.0
579,,,0.0
580,,,0.0
581,,,0.0
582,1192.0,9.0,1.0
583,1194.0,24.0,1.0
584,1194.0,33.0,1.0
585,1198.0,45.0,1.0
586,1200.0,58.0,1.0
587,1201.0,58.0,1.0
588,1205.0,45.0,1.0
589,1209.0,33.0,1.0
590,,,0.0
591,1216.0,20.0,1.0
592,1220.0,15.0,1.0
593,1226.0,11.0,1.0
594,1228.0,9.0,1.0
595,1230.0,9.0,1.0
596,,,0.0
597,,,0.0
598,526.0,708.0,1.0
599,555.0,691.0,1.0
600,,,0.0
601,,,0.0
602,,,0.0
603,,,0.0
604,1261.0,9.0,1.0
605,1275.0,7.0,1.0
606,,,0.0
607,1265.0,13.0,1.0
608,1261.0,11.0,1.0
609,1261.0,15.0,1.0
610,1261.0,15.0,1.0
611,1263.0,13.0,1.0
